sentence,word,label
"I really appreciate your help, tumne bohot support kiya",tumne,URD
"I really appreciate your help, tumne bohot support kiya",bohot,URD
"I really appreciate your help, tumne bohot support kiya",support,ENG
"I really appreciate your help, tumne bohot support kiya",kiya,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",Bhai,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",kal,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",ka,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",match,MIX
"Bhai kal ka match dekha, kitna acha tha wo last over",dekha,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",kitna,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",acha,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",tha,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",wo,URD
"Bhai kal ka match dekha, kitna acha tha wo last over",last,ENG
"Bhai kal ka match dekha, kitna acha tha wo last over",over,ENG
"Mujhe abhi thora alone time chahiye, please samjho",Mujhe,URD
"Mujhe abhi thora alone time chahiye, please samjho",abhi,URD
"Mujhe abhi thora alone time chahiye, please samjho",thora,URD
"Mujhe abhi thora alone time chahiye, please samjho",alone,ENG
"Mujhe abhi thora alone time chahiye, please samjho",time,MIX
"Mujhe abhi thora alone time chahiye, please samjho",chahiye,URD
"Mujhe abhi thora alone time chahiye, please samjho",please,ENG
"Mujhe abhi thora alone time chahiye, please samjho",samjho,URD
Kal wali baat ke liye I am really sorry,Kal,URD
Kal wali baat ke liye I am really sorry,wali,URD
Kal wali baat ke liye I am really sorry,baat,URD
Kal wali baat ke liye I am really sorry,ke,URD
Kal wali baat ke liye I am really sorry,liye,URD
Kal wali baat ke liye I am really sorry,I,ENG
Kal wali baat ke liye I am really sorry,am,ENG
Kal wali baat ke liye I am really sorry,really,ENG
Kal wali baat ke liye I am really sorry,sorry,ENG
"She is preparing for her exams, bohot mehnat kar rahi hai",She,ENG
"She is preparing for her exams, bohot mehnat kar rahi hai",is,URD
"She is preparing for her exams, bohot mehnat kar rahi hai",preparing,ENG
"She is preparing for her exams, bohot mehnat kar rahi hai",for,ENG
"She is preparing for her exams, bohot mehnat kar rahi hai",her,ENG
"She is preparing for her exams, bohot mehnat kar rahi hai",exams,MIX
"She is preparing for her exams, bohot mehnat kar rahi hai",bohot,URD
"She is preparing for her exams, bohot mehnat kar rahi hai",mehnat,URD
"She is preparing for her exams, bohot mehnat kar rahi hai",kar,URD
"She is preparing for her exams, bohot mehnat kar rahi hai",rahi,URD
"She is preparing for her exams, bohot mehnat kar rahi hai",hai,URD
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",Aaj,URD
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",ka,URD
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",lecture,MIX
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",cancel,MIX
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",ho,URD
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",gaya,URD
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",professor,MIX
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",sick,ENG
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",hain,URD
"Aaj ka lecture cancel ho gaya, professor sick hain shayad",shayad,URD
"I honestly can't wait for the weekend, itna thak gayi hoon",I,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",honestly,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",can't,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",wait,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",for,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",the,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",weekend,ENG
"I honestly can't wait for the weekend, itna thak gayi hoon",itna,URD
"I honestly can't wait for the weekend, itna thak gayi hoon",thak,URD
"I honestly can't wait for the weekend, itna thak gayi hoon",gayi,URD
"I honestly can't wait for the weekend, itna thak gayi hoon",hoon,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",Bhai,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",mujhe,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",wo,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",file,MIX
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",bhej,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",do,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",jaldi,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",se,URD
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",urgent,ENG
"Bhai mujhe wo file bhej do jaldi se, urgent chahiye",chahiye,URD
"Kal humne naya ghar dekha, location bohot acha hai",Kal,URD
"Kal humne naya ghar dekha, location bohot acha hai",humne,URD
"Kal humne naya ghar dekha, location bohot acha hai",naya,URD
"Kal humne naya ghar dekha, location bohot acha hai",ghar,URD
"Kal humne naya ghar dekha, location bohot acha hai",dekha,URD
"Kal humne naya ghar dekha, location bohot acha hai",location,ENG
"Kal humne naya ghar dekha, location bohot acha hai",bohot,URD
"Kal humne naya ghar dekha, location bohot acha hai",acha,URD
"Kal humne naya ghar dekha, location bohot acha hai",hai,URD
Uska paper itna tough tha ke sab pareshan ho gaye,Uska,URD
Uska paper itna tough tha ke sab pareshan ho gaye,paper,MIX
Uska paper itna tough tha ke sab pareshan ho gaye,itna,URD
Uska paper itna tough tha ke sab pareshan ho gaye,tough,ENG
Uska paper itna tough tha ke sab pareshan ho gaye,tha,URD
Uska paper itna tough tha ke sab pareshan ho gaye,ke,URD
Uska paper itna tough tha ke sab pareshan ho gaye,sab,URD
Uska paper itna tough tha ke sab pareshan ho gaye,pareshan,URD
Uska paper itna tough tha ke sab pareshan ho gaye,ho,URD
Uska paper itna tough tha ke sab pareshan ho gaye,gaye,URD
"Please thora patience rakho, sab kuch theek ho jayega",Please,ENG
"Please thora patience rakho, sab kuch theek ho jayega",thora,URD
"Please thora patience rakho, sab kuch theek ho jayega",patience,ENG
"Please thora patience rakho, sab kuch theek ho jayega",rakho,URD
"Please thora patience rakho, sab kuch theek ho jayega",sab,URD
"Please thora patience rakho, sab kuch theek ho jayega",kuch,URD
"Please thora patience rakho, sab kuch theek ho jayega",theek,URD
"Please thora patience rakho, sab kuch theek ho jayega",ho,URD
"Please thora patience rakho, sab kuch theek ho jayega",jayega,URD
I think this is the best decision hum le sakte hain,I,ENG
I think this is the best decision hum le sakte hain,think,ENG
I think this is the best decision hum le sakte hain,this,ENG
I think this is the best decision hum le sakte hain,is,ENG
I think this is the best decision hum le sakte hain,the,ENG
I think this is the best decision hum le sakte hain,best,ENG
I think this is the best decision hum le sakte hain,decision,ENG
I think this is the best decision hum le sakte hain,hum,URD
I think this is the best decision hum le sakte hain,le,URD
I think this is the best decision hum le sakte hain,sakte,URD
I think this is the best decision hum le sakte hain,hain,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",Kal,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",subah,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",jaldi,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",uthna,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",hai,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",flight,MIX
"Kal subah jaldi uthna hai, flight hai 6 baje ki",hai,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",6,ENG
"Kal subah jaldi uthna hai, flight hai 6 baje ki",baje,URD
"Kal subah jaldi uthna hai, flight hai 6 baje ki",ki,URD
Mujhe abhi tak samajh nahi aaya ye topic,Mujhe,URD
Mujhe abhi tak samajh nahi aaya ye topic,abhi,URD
Mujhe abhi tak samajh nahi aaya ye topic,tak,URD
Mujhe abhi tak samajh nahi aaya ye topic,samajh,URD
Mujhe abhi tak samajh nahi aaya ye topic,nahi,URD
Mujhe abhi tak samajh nahi aaya ye topic,aaya,URD
Mujhe abhi tak samajh nahi aaya ye topic,ye,URD
Mujhe abhi tak samajh nahi aaya ye topic,topic,ENG
He said sorry but mujhe abhi bhi bura lag raha hai,He,ENG
He said sorry but mujhe abhi bhi bura lag raha hai,said,ENG
He said sorry but mujhe abhi bhi bura lag raha hai,sorry,ENG
He said sorry but mujhe abhi bhi bura lag raha hai,but,ENG
He said sorry but mujhe abhi bhi bura lag raha hai,mujhe,URD
He said sorry but mujhe abhi bhi bura lag raha hai,abhi,URD
He said sorry but mujhe abhi bhi bura lag raha hai,bhi,URD
He said sorry but mujhe abhi bhi bura lag raha hai,bura,URD
He said sorry but mujhe abhi bhi bura lag raha hai,lag,URD
He said sorry but mujhe abhi bhi bura lag raha hai,raha,URD
He said sorry but mujhe abhi bhi bura lag raha hai,hai,URD
"Chalo ab so jate hain, kal jaldi uthna hai",Chalo,URD
"Chalo ab so jate hain, kal jaldi uthna hai",ab,URD
"Chalo ab so jate hain, kal jaldi uthna hai",so,URD
"Chalo ab so jate hain, kal jaldi uthna hai",jate,URD
"Chalo ab so jate hain, kal jaldi uthna hai",hain,URD
"Chalo ab so jate hain, kal jaldi uthna hai",kal,URD
"Chalo ab so jate hain, kal jaldi uthna hai",jaldi,URD
"Chalo ab so jate hain, kal jaldi uthna hai",uthna,URD
"Chalo ab so jate hain, kal jaldi uthna hai",hai,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",Kal,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",ka,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",function,MIX
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",bohot,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",acha,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",tha,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",sab,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",log,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",enjoy,ENG
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",kar,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",rahe,URD
"Kal ka function bohot acha tha, sab log enjoy kar rahe the",the,ENG
"I need some advice, mujhe samajh nahi aa raha kya karu",I,ENG
"I need some advice, mujhe samajh nahi aa raha kya karu",need,ENG
"I need some advice, mujhe samajh nahi aa raha kya karu",some,ENG
"I need some advice, mujhe samajh nahi aa raha kya karu",advice,ENG
"I need some advice, mujhe samajh nahi aa raha kya karu",mujhe,URD
"I need some advice, mujhe samajh nahi aa raha kya karu",samajh,URD
"I need some advice, mujhe samajh nahi aa raha kya karu",nahi,URD
"I need some advice, mujhe samajh nahi aa raha kya karu",aa,URD
"I need some advice, mujhe samajh nahi aa raha kya karu",raha,URD
"I need some advice, mujhe samajh nahi aa raha kya karu",kya,URD
"I need some advice, mujhe samajh nahi aa raha kya karu",karu,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",Bhai,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",tumne,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",wo,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",movie,MIX
"Bhai tumne wo movie recommend ki thi, dekh li maine",recommend,ENG
"Bhai tumne wo movie recommend ki thi, dekh li maine",ki,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",thi,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",dekh,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",li,URD
"Bhai tumne wo movie recommend ki thi, dekh li maine",maine,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",Mujhe,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",office,MIX
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",mein,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",naya,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",laptop,MIX
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",mil,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",gaya,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",hai,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",bohot,URD
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",fast,ENG
"Mujhe office mein naya laptop mil gaya hai, bohot fast hai",hai,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",Uska,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",number,MIX
"Uska number mujhe nahi mil raha, delete ho gaya shayad",mujhe,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",nahi,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",mil,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",raha,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",delete,ENG
"Uska number mujhe nahi mil raha, delete ho gaya shayad",ho,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",gaya,URD
"Uska number mujhe nahi mil raha, delete ho gaya shayad",shayad,URD
Please mujhe thora zyada time do is task ke liye,Please,ENG
Please mujhe thora zyada time do is task ke liye,mujhe,URD
Please mujhe thora zyada time do is task ke liye,thora,URD
Please mujhe thora zyada time do is task ke liye,zyada,URD
Please mujhe thora zyada time do is task ke liye,time,MIX
Please mujhe thora zyada time do is task ke liye,do,URD
Please mujhe thora zyada time do is task ke liye,is,URD
Please mujhe thora zyada time do is task ke liye,task,ENG
Please mujhe thora zyada time do is task ke liye,ke,URD
Please mujhe thora zyada time do is task ke liye,liye,URD
I honestly thought the meeting would end earlier,I,ENG
I honestly thought the meeting would end earlier,honestly,ENG
I honestly thought the meeting would end earlier,thought,ENG
I honestly thought the meeting would end earlier,the,ENG
I honestly thought the meeting would end earlier,meeting,MIX
I honestly thought the meeting would end earlier,would,ENG
I honestly thought the meeting would end earlier,end,ENG
I honestly thought the meeting would end earlier,earlier,ENG
Kal se mausam thora sardi wala ho gaya hai,Kal,URD
Kal se mausam thora sardi wala ho gaya hai,se,URD
Kal se mausam thora sardi wala ho gaya hai,mausam,URD
Kal se mausam thora sardi wala ho gaya hai,thora,URD
Kal se mausam thora sardi wala ho gaya hai,sardi,URD
Kal se mausam thora sardi wala ho gaya hai,wala,URD
Kal se mausam thora sardi wala ho gaya hai,ho,URD
Kal se mausam thora sardi wala ho gaya hai,gaya,URD
Kal se mausam thora sardi wala ho gaya hai,hai,URD
"Bhai party mein kya kya lana hai, list bana dena",Bhai,URD
"Bhai party mein kya kya lana hai, list bana dena",party,MIX
"Bhai party mein kya kya lana hai, list bana dena",mein,URD
"Bhai party mein kya kya lana hai, list bana dena",kya,URD
"Bhai party mein kya kya lana hai, list bana dena",kya,URD
"Bhai party mein kya kya lana hai, list bana dena",lana,URD
"Bhai party mein kya kya lana hai, list bana dena",hai,URD
"Bhai party mein kya kya lana hai, list bana dena",list,MIX
"Bhai party mein kya kya lana hai, list bana dena",bana,URD
"Bhai party mein kya kya lana hai, list bana dena",dena,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,Mujhe,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,abhi,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,bohot,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,excited,ENG
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,feel,ENG
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,ho,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,raha,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,hai,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,naye,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,job,ENG
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,ke,URD
Mujhe abhi bohot excited feel ho raha hai naye job ke liye,liye,URD
Uski health thori kamzor ho gayi hai recently,Uski,URD
Uski health thori kamzor ho gayi hai recently,health,ENG
Uski health thori kamzor ho gayi hai recently,thori,URD
Uski health thori kamzor ho gayi hai recently,kamzor,URD
Uski health thori kamzor ho gayi hai recently,ho,URD
Uski health thori kamzor ho gayi hai recently,gayi,URD
Uski health thori kamzor ho gayi hai recently,hai,URD
Uski health thori kamzor ho gayi hai recently,recently,ENG
Please mujhe update karte rehna is situation ke baare mein,Please,ENG
Please mujhe update karte rehna is situation ke baare mein,mujhe,URD
Please mujhe update karte rehna is situation ke baare mein,update,ENG
Please mujhe update karte rehna is situation ke baare mein,karte,URD
Please mujhe update karte rehna is situation ke baare mein,rehna,URD
Please mujhe update karte rehna is situation ke baare mein,is,URD
Please mujhe update karte rehna is situation ke baare mein,situation,ENG
Please mujhe update karte rehna is situation ke baare mein,ke,URD
Please mujhe update karte rehna is situation ke baare mein,baare,URD
Please mujhe update karte rehna is situation ke baare mein,mein,URD
I think we need to have a serious conversation,I,ENG
I think we need to have a serious conversation,think,ENG
I think we need to have a serious conversation,we,ENG
I think we need to have a serious conversation,need,ENG
I think we need to have a serious conversation,to,ENG
I think we need to have a serious conversation,have,ENG
I think we need to have a serious conversation,a,ENG
I think we need to have a serious conversation,serious,ENG
I think we need to have a serious conversation,conversation,ENG
"Kal wali meeting mein kya discuss hua, mujhe batao",Kal,URD
"Kal wali meeting mein kya discuss hua, mujhe batao",wali,URD
"Kal wali meeting mein kya discuss hua, mujhe batao",meeting,MIX
"Kal wali meeting mein kya discuss hua, mujhe batao",mein,URD
"Kal wali meeting mein kya discuss hua, mujhe batao",kya,URD
"Kal wali meeting mein kya discuss hua, mujhe batao",discuss,ENG
"Kal wali meeting mein kya discuss hua, mujhe batao",hua,URD
"Kal wali meeting mein kya discuss hua, mujhe batao",mujhe,URD
"Kal wali meeting mein kya discuss hua, mujhe batao",batao,URD
Mujhe office jaate hue bus miss ho gayi,Mujhe,URD
Mujhe office jaate hue bus miss ho gayi,office,MIX
Mujhe office jaate hue bus miss ho gayi,jaate,URD
Mujhe office jaate hue bus miss ho gayi,hue,URD
Mujhe office jaate hue bus miss ho gayi,bus,MIX
Mujhe office jaate hue bus miss ho gayi,miss,ENG
Mujhe office jaate hue bus miss ho gayi,ho,URD
Mujhe office jaate hue bus miss ho gayi,gayi,URD
"He is really talented, uski skills genuinely impressive hain",He,ENG
"He is really talented, uski skills genuinely impressive hain",is,ENG
"He is really talented, uski skills genuinely impressive hain",really,ENG
"He is really talented, uski skills genuinely impressive hain",talented,ENG
"He is really talented, uski skills genuinely impressive hain",uski,URD
"He is really talented, uski skills genuinely impressive hain",skills,ENG
"He is really talented, uski skills genuinely impressive hain",genuinely,ENG
"He is really talented, uski skills genuinely impressive hain",impressive,ENG
"He is really talented, uski skills genuinely impressive hain",hain,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",Chalo,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",ab,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",kaam,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",shuru,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",karte,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",hain,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",bohot,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",time,MIX
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",waste,ENG
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",ho,URD
"Chalo ab kaam shuru karte hain, bohot time waste ho gaya",gaya,URD
"Kal maine apna room clean kiya, bohot satisfying tha",Kal,URD
"Kal maine apna room clean kiya, bohot satisfying tha",maine,URD
"Kal maine apna room clean kiya, bohot satisfying tha",apna,URD
"Kal maine apna room clean kiya, bohot satisfying tha",room,ENG
"Kal maine apna room clean kiya, bohot satisfying tha",clean,ENG
"Kal maine apna room clean kiya, bohot satisfying tha",kiya,URD
"Kal maine apna room clean kiya, bohot satisfying tha",bohot,URD
"Kal maine apna room clean kiya, bohot satisfying tha",satisfying,ENG
"Kal maine apna room clean kiya, bohot satisfying tha",tha,URD
I really need to focus on my studies now,I,ENG
I really need to focus on my studies now,really,ENG
I really need to focus on my studies now,need,ENG
I really need to focus on my studies now,to,ENG
I really need to focus on my studies now,focus,ENG
I really need to focus on my studies now,on,ENG
I really need to focus on my studies now,my,ENG
I really need to focus on my studies now,studies,ENG
I really need to focus on my studies now,now,ENG
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",Bhai,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",tumhara,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",birthday,ENG
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",kab,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",hai,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",mujhe,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",yaad,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",nahi,URD
"Bhai tumhara birthday kab hai, mujhe yaad nahi raha",raha,URD
Mujhe abhi thora confused feel ho raha hai is decision par,Mujhe,URD
Mujhe abhi thora confused feel ho raha hai is decision par,abhi,URD
Mujhe abhi thora confused feel ho raha hai is decision par,thora,URD
Mujhe abhi thora confused feel ho raha hai is decision par,confused,ENG
Mujhe abhi thora confused feel ho raha hai is decision par,feel,ENG
Mujhe abhi thora confused feel ho raha hai is decision par,ho,URD
Mujhe abhi thora confused feel ho raha hai is decision par,raha,URD
Mujhe abhi thora confused feel ho raha hai is decision par,hai,URD
Mujhe abhi thora confused feel ho raha hai is decision par,is,URD
Mujhe abhi thora confused feel ho raha hai is decision par,decision,ENG
Mujhe abhi thora confused feel ho raha hai is decision par,par,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",Uska,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",response,ENG
"Uska response bohot rude tha, mujhe pasand nahi aya",bohot,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",rude,ENG
"Uska response bohot rude tha, mujhe pasand nahi aya",tha,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",mujhe,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",pasand,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",nahi,URD
"Uska response bohot rude tha, mujhe pasand nahi aya",aya,URD
"Please mujhe honest opinion do, sach mein kaisa laga",Please,ENG
"Please mujhe honest opinion do, sach mein kaisa laga",mujhe,URD
"Please mujhe honest opinion do, sach mein kaisa laga",honest,ENG
"Please mujhe honest opinion do, sach mein kaisa laga",opinion,ENG
"Please mujhe honest opinion do, sach mein kaisa laga",do,URD
"Please mujhe honest opinion do, sach mein kaisa laga",sach,URD
"Please mujhe honest opinion do, sach mein kaisa laga",mein,URD
"Please mujhe honest opinion do, sach mein kaisa laga",kaisa,URD
"Please mujhe honest opinion do, sach mein kaisa laga",laga,URD
I think this restaurant has the best food in town,I,ENG
I think this restaurant has the best food in town,think,ENG
I think this restaurant has the best food in town,this,ENG
I think this restaurant has the best food in town,restaurant,MIX
I think this restaurant has the best food in town,has,ENG
I think this restaurant has the best food in town,the,ENG
I think this restaurant has the best food in town,best,ENG
I think this restaurant has the best food in town,food,ENG
I think this restaurant has the best food in town,in,ENG
I think this restaurant has the best food in town,town,ENG
"Kal se mera new schedule start hoga, thora tough lagta hai",Kal,URD
"Kal se mera new schedule start hoga, thora tough lagta hai",se,URD
"Kal se mera new schedule start hoga, thora tough lagta hai",mera,URD
"Kal se mera new schedule start hoga, thora tough lagta hai",new,ENG
"Kal se mera new schedule start hoga, thora tough lagta hai",schedule,MIX
"Kal se mera new schedule start hoga, thora tough lagta hai",start,ENG
"Kal se mera new schedule start hoga, thora tough lagta hai",hoga,URD
"Kal se mera new schedule start hoga, thora tough lagta hai",thora,URD
"Kal se mera new schedule start hoga, thora tough lagta hai",tough,ENG
"Kal se mera new schedule start hoga, thora tough lagta hai",lagta,URD
"Kal se mera new schedule start hoga, thora tough lagta hai",hai,URD
Bhai tumhe kya lagta hai ye idea work karega,Bhai,URD
Bhai tumhe kya lagta hai ye idea work karega,tumhe,URD
Bhai tumhe kya lagta hai ye idea work karega,kya,URD
Bhai tumhe kya lagta hai ye idea work karega,lagta,URD
Bhai tumhe kya lagta hai ye idea work karega,hai,URD
Bhai tumhe kya lagta hai ye idea work karega,ye,URD
Bhai tumhe kya lagta hai ye idea work karega,idea,ENG
Bhai tumhe kya lagta hai ye idea work karega,work,ENG
Bhai tumhe kya lagta hai ye idea work karega,karega,URD
Mujhe office ki politics bilkul pasand nahi hai,Mujhe,URD
Mujhe office ki politics bilkul pasand nahi hai,office,MIX
Mujhe office ki politics bilkul pasand nahi hai,ki,URD
Mujhe office ki politics bilkul pasand nahi hai,politics,ENG
Mujhe office ki politics bilkul pasand nahi hai,bilkul,URD
Mujhe office ki politics bilkul pasand nahi hai,pasand,URD
Mujhe office ki politics bilkul pasand nahi hai,nahi,URD
Mujhe office ki politics bilkul pasand nahi hai,hai,URD
Uski dedication dekh kar mujhe motivation milti hai,Uski,URD
Uski dedication dekh kar mujhe motivation milti hai,dedication,ENG
Uski dedication dekh kar mujhe motivation milti hai,dekh,URD
Uski dedication dekh kar mujhe motivation milti hai,kar,URD
Uski dedication dekh kar mujhe motivation milti hai,mujhe,URD
Uski dedication dekh kar mujhe motivation milti hai,motivation,ENG
Uski dedication dekh kar mujhe motivation milti hai,milti,URD
Uski dedication dekh kar mujhe motivation milti hai,hai,URD
"Please mujhe thora space do, sochne ke liye time chahiye",Please,ENG
"Please mujhe thora space do, sochne ke liye time chahiye",mujhe,URD
"Please mujhe thora space do, sochne ke liye time chahiye",thora,URD
"Please mujhe thora space do, sochne ke liye time chahiye",space,ENG
"Please mujhe thora space do, sochne ke liye time chahiye",do,URD
"Please mujhe thora space do, sochne ke liye time chahiye",sochne,URD
"Please mujhe thora space do, sochne ke liye time chahiye",ke,URD
"Please mujhe thora space do, sochne ke liye time chahiye",liye,URD
"Please mujhe thora space do, sochne ke liye time chahiye",time,MIX
"Please mujhe thora space do, sochne ke liye time chahiye",chahiye,URD
I honestly appreciate how supportive everyone has been,I,ENG
I honestly appreciate how supportive everyone has been,honestly,ENG
I honestly appreciate how supportive everyone has been,appreciate,ENG
I honestly appreciate how supportive everyone has been,how,ENG
I honestly appreciate how supportive everyone has been,supportive,ENG
I honestly appreciate how supportive everyone has been,everyone,ENG
I honestly appreciate how supportive everyone has been,has,ENG
I honestly appreciate how supportive everyone has been,been,ENG
Kal humne together plan banaya poore trip ka,Kal,URD
Kal humne together plan banaya poore trip ka,humne,URD
Kal humne together plan banaya poore trip ka,together,ENG
Kal humne together plan banaya poore trip ka,plan,MIX
Kal humne together plan banaya poore trip ka,banaya,URD
Kal humne together plan banaya poore trip ka,poore,URD
Kal humne together plan banaya poore trip ka,trip,MIX
Kal humne together plan banaya poore trip ka,ka,URD
Mujhe pata hai ye mushkil hai but we can do it,Mujhe,URD
Mujhe pata hai ye mushkil hai but we can do it,pata,URD
Mujhe pata hai ye mushkil hai but we can do it,hai,URD
Mujhe pata hai ye mushkil hai but we can do it,ye,URD
Mujhe pata hai ye mushkil hai but we can do it,mushkil,URD
Mujhe pata hai ye mushkil hai but we can do it,hai,URD
Mujhe pata hai ye mushkil hai but we can do it,but,ENG
Mujhe pata hai ye mushkil hai but we can do it,we,ENG
Mujhe pata hai ye mushkil hai but we can do it,can,ENG
Mujhe pata hai ye mushkil hai but we can do it,do,URD
Mujhe pata hai ye mushkil hai but we can do it,it,ENG
